Title,Title_link,date,Rating,Description_of_duration,authorInfo,Positive_Review,pos_count,Negative_Review,neg_count,UI_TEXT,reviewBodyCell,author_location,authorLocation_current,Outlook,CEO_Approval
"""This job sucks""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35542895.htm,2 September 2020,1.0,I worked at Walmart full-time for less than a year,Former Employee - WalMart Overnight Stocker,you get to work with a lot of people,1,they treat you like scum,0,,,,,,
"""My opinion of previous job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35543947.htm,2 September 2020,1.0,I worked at Walmart part-time,Former Employee - Cashier,meeting different people and talking with them,1,hours cut  put in different areas of store,0,,,,,,
"""Terrible""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35545791.htm,2 September 2020,1.0,I worked at Walmart part-time,Former Employee - Sales Associate/Cashier,the pay is the only pro about this job,1,time  management and people not friendly,0,,,,,,
"""Horrible Management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35546149.htm,2 September 2020,1.0,I have been working at Walmart full-time for more than a year,Current Employee - Anonymous Employee,a job that pays very  very little  that simple ,1,* management will alter your schedule and days off without your consent anytime  * remember  you are simply a tool to get a job done  you are not valued  respected nor do they care about your well being  remember this  * management is unbelievably rude  arrogant and very mean to employees because they have been allowed to be  * the people chosen to be assistant managers should be fired and not ever allowed to manage people ,0,,,,,,
"""Bad""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35557124.htm,2 September 2020,1.0,I worked at Walmart full-time,Former Employee - Cashier,starting pay is higher than most lower level entry jobs,1,racist as heck and horrible policies,0,,,,,,
"""not great""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35559997.htm,2 September 2020,1.0,I worked at Walmart part-time,Former Employee - Deli Worker,fairly good pay balha balha aaa,1,terrible conditions blah blah blah,0,,,,,,
"""Hard pass""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW35567775.htm,2 September 2020,1.0,I worked at Walmart full-time for less than a year,Former Employee - Asset Protection Associate,working for a fortune 500 company isn t all it s cut out to be  i think the best example of this is displayed or not displayed with walmarts management ,1,everything  long hours  awful pay  headaches and hassles  at the end of the day you go home frustrated and wishing for more ,0,,,,,,
"""OGP Shopper""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34836237.htm,12 August 2020,2.0,I have been working at Walmart part-time for less than a year,Current Employee - Digital Shopping Specialist,amazing opportunity and teams to work with,1,flexibility isn't as it should be rotated,0,,,,,,
"""Could have been worse""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34850010.htm,12 August 2020,2.0,I worked at Walmart full-time for more than a year,Former Employee - Sales Associate,independently driven work  flexible hours,1,depressing atmosphere  expensive health insurance,0,,,,,,
"""coordinator""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34857324.htm,12 August 2020,2.0,I have been working at Walmart full-time for more than 10 years,Current Employee - Coordinator,ability to gain experience in multiple areas,1,no security or long term job availability,0,,,,,,
"""Not ideal""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34857431.htm,12 August 2020,2.0,I worked at Walmart full-time for less than a year,Former Employee - Cashier,customer and coworker interactions were typically pretty pleasant ,1,management is horrible  they do not follow written protocol and do not care about their employees   they simply create a body count and keep things as mechanical as possible ,0,,,,,,
"""Okay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34863110.htm,12 August 2020,2.0,I worked at Walmart part-time for more than 5 years,Former Employee - Customer Service Representative,you get a 10% discount for working there,1,not accommodating to personal availability,0,,,,,,
"""My personal experience""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34479652.htm,28 July 2020,4.0,I have been working at Walmart full-time for more than a year,Current Employee - Software Engineer II,time flexibility and reliability  there wont be much pressure on work,1,parking is the worst thing at walmart home office,0,,,,,,
"""Great experience but the politics will kill you""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34480457.htm,28 July 2020,4.0,I have been working at Walmart full-time for more than 3 years,Current Employee - Retail Director,you’ll get to work on some of the most interesting problems out there  ppl are generally great to work with   overall it’s been a positive experience but there’s differently an erosion or change of culture underway ,1,the politics are insane  senior leadership isn’t in the weeds  so they have little visibility  even when they do  they never squash it and just let it fester  there have been months where going in to work feels like a constant street fight between co workers  teams etc  we have a very young and ambitious workforce and little leadership in the way of showing ppl how to work together and making decisions ,0,,,,,,
"""Great""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34480586.htm,28 July 2020,4.0,I worked at Walmart full-time,Former Employee - CSS- II,work was easy enough ok,1,never a set schedule ok,0,,,,,,
"""Good career""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34488348.htm,28 July 2020,4.0,I have been working at Walmart full-time for more than 10 years,Current Employee - Administrative Assistant,great benefits  advancement opportunities  paid time off,1,restructures happen every couple of years abs jobs are eliminated,0,,,,,,
"""Good Part Time Job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34490770.htm,28 July 2020,4.0,I worked at Walmart part-time for more than 3 years,Former Employee - Electronics Sales Associate,i believe this job provided me with a lot of great customer service experience and i met a lot of great people at this job  being able to help others was a definite plus ,1,customers getting angry and being given more work than possible to complete within the shift ,0,,,,,,
"""Senior Software Engineer/Tech Lead""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34491721.htm,28 July 2020,4.0,I have been working at Walmart full-time for more than a year,Current Employee - Senior Software Engineer/Tech Lead,culture  challenges  money  team  technology,1,hierarchy  size  work/life balance  career,0,,,,,,
"""eeewwwwww""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34496177.htm,29 July 2020,4.0,I have been working at Walmart full-time for more than 5 years,Current Employee - Support Manager,potential for growth and flex schedules,1,management doesn't value our associates,0,,,,,,
"""Walmart is my first job and taught me a lot about work and getting use to communicating with strangers in public.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34496134.htm,29 July 2020,4.0,I worked at Walmart part-time,Former Employee - Grocery Stocker,a lot of the work is fast paced if you like that it’s good for you  you meets a lot of people everyday  managers make it smooth everyday ,1,with a lot of people in one area a lot of things are being said sort of like drama but not as much,0,,,,,,
"""It’s okay but not for me""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34796567.htm,11 August 2020,3.0,I have been working at Walmart part-time for less than a year,Current Employee - Associate,nice people $12 90/hr hard workers,1,the management is biased to some employees,0,,,,,,
"""Decent enough""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34797240.htm,11 August 2020,3.0,I have been working at Walmart full-time for less than a year,Current Employee - Stocker,little to no supervision and coworkers are nice,1,long hours and other shifts do not always do what they are supposed to,0,,,,,,
"""Walmart saves people money so they can live better""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34799832.htm,11 August 2020,3.0,I have been working at Walmart full-time for more than 5 years,Current Employee - Director,there are a lot of opportunities for promotion and development  they like to hire internally ,1,there are nearly annual layoffs  and being a top performer is no guarantee that you will still have a job next year ,0,,,,,,
"""Messy management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34802270.htm,11 August 2020,3.0,I have been working at Walmart full-time,Current Employee - Cashier,the work is easy  coworkers are nice,1,managers are never on the same page  your lunch is never on time ,0,,,,,,
"""Consistent Work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34802586.htm,11 August 2020,3.0,I worked at Walmart full-time for more than a year,Former Employee - Cashier,you can always obtain shifts  and the pay is above the minimum wage ,1,the shifts may be unpredictable  you will never be able to perform well enough (if you perform well in all sectors  they will highlight your lowest performing stat and base your performance review on that) ,0,,,,,,
"""Fast paced Enviornment""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34803100.htm,11 August 2020,3.0,I worked at Walmart part-time for more than a year,Former Employee - Front End Cashier,flexible time schedules  nice staff ,1,favoritism and work politics  too much work ,0,,,,,,
"""Changing""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34804604.htm,11 August 2020,3.0,I have been working at Walmart full-time for more than a year,Current Employee - Department Manager,it’s not too hard to get a day off if requested months prior,1,the new “greater workplace” will be eliminating half of the manager jobs and making employees go down in pay by 10%,0,,,,,,
"""decent""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34806073.htm,11 August 2020,3.0,I have been working at Walmart full-time,Current Employee - Account Manager,management was decent and tolerable,1,money was subpar  expected more,0,,,,,,
"""Good basic job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34809537.htm,11 August 2020,3.0,I have been working at Walmart part-time for less than a year,Current Employee - Walmart Sales Associate,co-workers are friendly  job is straightforward and pretty easy  and instructions are clear ,1,$11 00 per hour pay is difficult to live on  although probably appropriate for job responsibilities ,0,,,,,,
"""It’s honestly an okay job.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW34811809.htm,11 August 2020,3.0,I have been working at Walmart part-time for more than 3 years,Current Employee - Ogp Associate,they work around your life  i’m a full time student and they are always willing to work around my school schedule ,1,there’s a lot of favoritism  the only way you move up is if management wants you to  it’s basically hand picked and they have their mind made up of whose getting the position before interviews start ,0,,,,,,
